global_step,update,step_in_update,reward,action_noisy,action_mean,value
1,1,0,-0.21123798191547394,0.4418600797653198,0.12000156939029694,-0.3252924680709839
2,1,1,-0.37198132276535034,0.3457165062427521,0.12094038724899292,-0.3251361846923828
3,1,2,0.2088310420513153,-0.6282928586006165,0.11900602281093597,-0.32521218061447144
4,1,3,0.7412999272346497,-0.6575461030006409,0.11786971986293793,-0.31661897897720337
5,1,4,0.0652061402797699,0.39873185753822327,0.12783798575401306,-0.3258364796638489
6,1,5,-0.2968805432319641,0.5777928829193115,0.12246645987033844,-0.3265913724899292
7,1,6,-0.03564450889825821,1.0,0.11988157033920288,-0.3239290118217468
8,1,7,-0.08326050639152527,1.0,0.12376213073730469,-0.3253084421157837
9,1,8,-0.47232550382614136,0.7565311789512634,0.1235906332731247,-0.3253616690635681
10,1,9,0.10165488719940186,1.0,0.11852128803730011,-0.32525020837783813
11,1,10,-0.0915939062833786,1.0,0.12317521870136261,-0.3251941204071045
12,1,11,-0.4433738589286804,0.7386844158172607,0.12316744029521942,-0.32435300946235657
13,1,12,-0.2433987259864807,-0.1789526492357254,0.12051379680633545,-0.32525116205215454
14,1,13,-0.22838182747364044,-0.1340782642364502,0.12109476327896118,-0.3243870437145233
15,1,14,-0.24978716671466827,-0.9657663702964783,0.11918394267559052,-0.32290396094322205
16,1,15,0.08588074147701263,1.0,0.12328165769577026,-0.3275842070579529
17,1,16,0.06300413608551025,-1.0,0.12356986105442047,-0.32430166006088257
18,1,17,0.24351203441619873,1.0,0.12319715321063995,-0.32417213916778564
19,1,18,-0.1771082878112793,0.17499743402004242,0.1250697523355484,-0.3243667781352997
20,1,19,-0.04125712811946869,-0.05212719365954399,0.11839061975479126,-0.3215990364551544
21,1,20,-0.15182729065418243,-1.0,0.12079834938049316,-0.3241889476776123
22,1,21,0.028361525386571884,-1.0,0.12267100811004639,-0.32662278413772583
23,1,22,-0.3370567262172699,0.9132253527641296,0.12170203030109406,-0.3243471384048462
24,1,23,-0.30001088976860046,-0.48289984464645386,0.12029218673706055,-0.3241254687309265
25,1,24,0.11485809087753296,0.8887063264846802,0.12110988795757294,-0.32568830251693726
26,1,25,-0.2727752923965454,1.0,0.122678741812706,-0.32519012689590454
27,1,26,-0.014827239327132702,-0.9840471148490906,0.12117227911949158,-0.3259127140045166
28,1,27,0.01864972710609436,1.0,0.12247608602046967,-0.3250698447227478
29,1,28,-0.26455289125442505,1.0,0.12433867156505585,-0.324868381023407
30,1,29,0.1397433876991272,-0.6548187732696533,0.12083731591701508,-0.3254106044769287
31,1,30,0.24240103363990784,0.8692174553871155,0.12430810928344727,-0.32617759704589844
32,1,31,-0.015142310410737991,1.0,0.12580078840255737,-0.32655221223831177
33,1,32,0.031290650367736816,-1.0,0.12253192067146301,-0.3254430890083313
34,1,33,0.10898303240537643,-1.0,0.12300607562065125,-0.3237800598144531
35,1,34,-0.27449604868888855,0.21003834903240204,0.12348374724388123,-0.3240731358528137
36,1,35,0.11850643157958984,0.05993616208434105,0.11991679668426514,-0.32388800382614136
37,1,36,-0.11407487094402313,0.5403085947036743,0.12282200157642365,-0.3239264488220215
38,1,37,-0.14329007267951965,0.1822132170200348,0.12234799563884735,-0.3267287313938141
39,1,38,-0.14287033677101135,0.5577924847602844,0.12077203392982483,-0.32235944271087646
40,1,39,-0.34784168004989624,1.0,0.11977575719356537,-0.325046181678772
41,1,40,-0.3858497440814972,-0.24202662706375122,0.11950452625751495,-0.32654887437820435
42,1,41,-0.1771777868270874,0.20227575302124023,0.11892512440681458,-0.3245883584022522
43,1,42,-0.35888296365737915,-0.9263704419136047,0.11965574324131012,-0.32360559701919556
44,1,43,-0.19443146884441376,-1.0,0.11728209257125854,-0.32335227727890015
45,1,44,0.001055666827596724,1.0,0.12027628719806671,-0.32464462518692017
46,1,45,0.24836836755275726,-0.6704843044281006,0.12294995784759521,-0.3256527781486511
47,1,46,-0.0781647115945816,0.7100133299827576,0.12516267597675323,-0.3247670829296112
48,1,47,-0.1103498563170433,1.0,0.12191927433013916,-0.3268679976463318
49,1,48,-0.16444623470306396,0.10390513390302658,0.12154333293437958,-0.32692694664001465
50,1,49,-0.31091392040252686,0.8114028573036194,0.12096194922924042,-0.3251415193080902
51,2,0,0.446276992559433,1.0,0.32939040660858154,-0.32371172308921814
52,2,1,-0.004565132781863213,1.0,0.3327120244503021,-0.32041117548942566
53,2,2,0.05064228177070618,1.0,0.3293520212173462,-0.32079869508743286
54,2,3,-0.08804991841316223,0.40576472878456116,0.32895994186401367,-0.32098138332366943
55,2,4,-0.06591813266277313,0.2764403820037842,0.326675146818161,-0.31992554664611816
56,2,5,-0.05179447680711746,0.6028472185134888,0.3278679847717285,-0.3203689455986023
57,2,6,-0.228814035654068,0.12834341824054718,0.32770779728889465,-0.32078802585601807
58,2,7,-0.03346646949648857,-0.7165570259094238,0.3240131139755249,-0.3190126419067383
59,2,8,-0.020875876769423485,-0.001024658908136189,0.32742395997047424,-0.3215351402759552
60,2,9,0.06796697527170181,-0.11084312945604324,0.3285018801689148,-0.3224802017211914
61,2,10,-0.2067524939775467,0.6735954284667969,0.32429927587509155,-0.31725960969924927
62,2,11,-0.30231940746307373,1.0,0.3278828263282776,-0.3220078647136688
63,2,12,-0.39242082834243774,1.0,0.328789621591568,-0.32370448112487793
64,2,13,0.08782750368118286,-1.0,0.32733914256095886,-0.32403916120529175
65,2,14,-0.09693741053342819,0.19214069843292236,0.33101770281791687,-0.3227306604385376
66,2,15,-0.033132925629615784,-1.0,0.3268311321735382,-0.32038310170173645
67,2,16,0.22408249974250793,0.1686270833015442,0.32670894265174866,-0.320235937833786
68,2,17,0.06325271725654602,0.43474698066711426,0.3249484896659851,-0.3156239986419678
69,2,18,-0.03383706510066986,0.5592265129089355,0.3281223177909851,-0.3212139308452606
70,2,19,-0.18223848938941956,0.13078700006008148,0.3272818922996521,-0.31981807947158813
71,2,20,-0.036995142698287964,-0.988064706325531,0.3247719705104828,-0.319957971572876
72,2,21,0.17942535877227783,0.8441419005393982,0.32856088876724243,-0.3211093246936798
73,2,22,0.08615507185459137,-0.9622372388839722,0.32771795988082886,-0.31957322359085083
74,2,23,0.3684217631816864,-0.30087441205978394,0.32800745964050293,-0.3208160400390625
75,2,24,-0.37484511733055115,-0.7233802080154419,0.32601767778396606,-0.3151583671569824
76,2,25,-0.12892457842826843,0.4977174401283264,0.32588568329811096,-0.3232809901237488
77,2,26,-0.052625466138124466,-0.4754961431026459,0.33122798800468445,-0.3241746425628662
78,2,27,0.09175431728363037,-0.1649284064769745,0.3306843340396881,-0.3232918083667755
79,2,28,0.08946514129638672,-0.6458324193954468,0.32834306359291077,-0.32100754976272583
80,2,29,0.19072282314300537,-0.5101724863052368,0.330797404050827,-0.322116494178772
81,2,30,0.20123180747032166,0.4174063801765442,0.33338358998298645,-0.32348209619522095
82,2,31,-0.22334060072898865,-0.44801756739616394,0.32842642068862915,-0.3190992474555969
83,2,32,-0.19412069022655487,0.37904053926467896,0.32592880725860596,-0.32196712493896484
84,2,33,-0.10489261895418167,0.257121205329895,0.32803940773010254,-0.32219791412353516
85,2,34,-0.278014212846756,0.7431225180625916,0.3260939419269562,-0.3203815519809723
86,2,35,-0.20156988501548767,0.8741403818130493,0.32516756653785706,-0.3206954002380371
87,2,36,-0.3126170039176941,-0.22992566227912903,0.32621172070503235,-0.32090604305267334
88,2,37,-0.38046079874038696,-0.4028087258338928,0.3248653709888458,-0.32033678889274597
89,2,38,-0.03140416741371155,0.09803880006074905,0.3265664875507355,-0.3227735757827759
90,2,39,-0.21040917932987213,1.0,0.3285991847515106,-0.3213714361190796
91,2,40,-0.28493672609329224,0.6086807250976562,0.3273971676826477,-0.3222198486328125
92,2,41,-0.1440366804599762,1.0,0.32702407240867615,-0.321976900100708
93,2,42,-0.0315357968211174,-0.7122252583503723,0.328147828578949,-0.32178473472595215
94,2,43,-0.13604329526424408,0.32439666986465454,0.3291442394256592,-0.32245582342147827
95,2,44,-0.03361543267965317,-1.0,0.32752957940101624,-0.32198891043663025
96,2,45,0.1578429788351059,1.0,0.32693344354629517,-0.3207343816757202
97,2,46,-0.268361896276474,-1.0,0.328879177570343,-0.3197510838508606
98,2,47,-0.30121248960494995,1.0,0.3273618519306183,-0.32385575771331787
99,2,48,-0.010725333355367184,-0.30658698081970215,0.32657137513160706,-0.32339930534362793
100,2,49,0.011826867237687111,1.0,0.3247288167476654,-0.3176892101764679
101,3,0,-0.24778737127780914,-0.05121434107422829,0.34786173701286316,-0.21899892389774323
102,3,1,-0.08816264569759369,0.35284632444381714,0.3499526083469391,-0.21764738857746124
103,3,2,-0.04714400693774223,1.0,0.35182806849479675,-0.21719564497470856
104,3,3,-0.09420884400606155,-0.18146423995494843,0.35335713624954224,-0.21761454641819
105,3,4,-0.10523506999015808,0.21617625653743744,0.34938886761665344,-0.21661806106567383
106,3,5,-0.25588980317115784,1.0,0.3503422141075134,-0.21653404831886292
107,3,6,-0.1983131468296051,-1.0,0.35021278262138367,-0.2180851697921753
108,3,7,0.31529492139816284,-0.7328687906265259,0.35246649384498596,-0.2189212441444397
109,3,8,-0.16625651717185974,0.21057221293449402,0.352779746055603,-0.2154245376586914
110,3,9,-0.45219504833221436,1.0,0.3506322503089905,-0.21709281206130981
111,3,10,-0.06471515446901321,1.0,0.34920233488082886,-0.21870119869709015
112,3,11,0.14190199971199036,-0.31428757309913635,0.35289672017097473,-0.21786458790302277
113,3,12,-0.030029702931642532,-0.49930286407470703,0.3492661118507385,-0.213119238615036
114,3,13,-0.029497643932700157,1.0,0.3499581515789032,-0.21714681386947632
115,3,14,-0.05467574670910835,0.9351650476455688,0.3538985848426819,-0.21841710805892944
116,3,15,-0.29801762104034424,0.17659267783164978,0.3519986867904663,-0.2173977792263031
117,3,16,0.1144983321428299,-1.0,0.3463963568210602,-0.21546895802021027
118,3,17,0.3311832845211029,0.050893500447273254,0.35300615429878235,-0.21707144379615784
119,3,18,-0.06916995346546173,-0.111403688788414,0.3546811044216156,-0.216008722782135
120,3,19,-0.27946391701698303,1.0,0.3448547124862671,-0.21416650712490082
121,3,20,-0.0495443195104599,0.1954658329486847,0.3518413007259369,-0.21924728155136108
122,3,21,-0.3345165550708771,-0.2478136420249939,0.35171279311180115,-0.21694128215312958
123,3,22,0.3330611288547516,-1.0,0.3478427231311798,-0.21697427332401276
124,3,23,0.19254246354103088,1.0,0.3543753921985626,-0.21600720286369324
125,3,24,-0.3336825668811798,0.8243892192840576,0.3536074459552765,-0.2157762497663498
126,3,25,-0.2739647626876831,-0.1773085594177246,0.3502236604690552,-0.21782103180885315
