global_step,update,step_in_update,reward,action_noisy,action_mean,value
1,1,0,-0.05305912718176842,-0.518312394618988,0.11866432428359985,-0.3226485252380371
2,1,1,0.23642338812351227,-0.3395538628101349,0.11700507998466492,-0.32202139496803284
3,1,2,0.0800892785191536,-0.0893564224243164,0.11951722204685211,-0.31838488578796387
4,1,3,-0.26258018612861633,-0.3911694884300232,0.12042070925235748,-0.32071393728256226
5,1,4,-0.31076791882514954,0.132343128323555,0.11935886740684509,-0.32427889108657837
6,1,5,-0.004201611503958702,0.34441033005714417,0.11993421614170074,-0.3236907720565796
7,1,6,-0.21188122034072876,0.44089677929878235,0.1231415867805481,-0.32375529408454895
8,1,7,-0.10464345663785934,0.14805589616298676,0.11970628798007965,-0.3230760097503662
9,1,8,0.05165337771177292,0.13982857763767242,0.12069922685623169,-0.3236579895019531
10,1,9,-0.3609777092933655,0.047497473657131195,0.12409013509750366,-0.32352229952812195
11,1,10,-0.3101773262023926,0.12679605185985565,0.12144893407821655,-0.3260432481765747
12,1,11,-0.3223619759082794,-0.28376302123069763,0.12040562927722931,-0.3255012035369873
13,1,12,-0.2319147288799286,0.3351566791534424,0.11414644122123718,-0.3174728751182556
14,1,13,-0.15926507115364075,-0.15957091748714447,0.11859388649463654,-0.32209908962249756
15,1,14,-0.0996091365814209,0.19060765206813812,0.12130315601825714,-0.32274019718170166
16,1,15,-0.17883352935314178,0.1307193785905838,0.12028487026691437,-0.32110750675201416
17,1,16,-0.09649183601140976,-0.38179272413253784,0.12011805176734924,-0.32450610399246216
18,1,17,-0.284325510263443,0.2064676284790039,0.1210753321647644,-0.32518553733825684
19,1,18,0.019308757036924362,0.056960489600896835,0.11635413765907288,-0.31977829337120056
20,1,19,0.011783909983932972,0.4792914390563965,0.12100575864315033,-0.3230595588684082
21,1,20,-0.14116984605789185,0.08921121060848236,0.1224457174539566,-0.3217284679412842
22,1,21,0.08667951822280884,0.27915871143341064,0.12152200937271118,-0.32411903142929077
23,1,22,-0.11674407124519348,-0.07922851294279099,0.12196484208106995,-0.3220047354698181
24,1,23,-0.11126445978879929,0.8645613789558411,0.1188613772392273,-0.32079535722732544
25,1,24,-0.41012221574783325,-0.22493627667427063,0.12162396311759949,-0.32402873039245605
26,1,25,-0.1344388872385025,-0.5034014582633972,0.11779959499835968,-0.32292041182518005
27,1,26,0.20947912335395813,-0.3753111660480499,0.11838580667972565,-0.32336777448654175
28,1,27,0.03562448173761368,-0.07909292727708817,0.12285815179347992,-0.3238586485385895
29,1,28,0.006549700628966093,-0.11236120015382767,0.1171310544013977,-0.31830036640167236
30,1,29,-0.23796045780181885,0.19762764871120453,0.1208009421825409,-0.32135915756225586
31,1,30,0.022998956963419914,0.6121633648872375,0.11613704264163971,-0.3202102780342102
32,1,31,0.1448066681623459,1.0,0.12008130550384521,-0.3224719166755676
33,1,32,0.042709749191999435,-0.08214280754327774,0.12393751740455627,-0.32311946153640747
34,1,33,-0.1430681049823761,0.2100529670715332,0.11989796161651611,-0.3210601806640625
35,1,34,-0.07780559360980988,0.6362320184707642,0.11922425031661987,-0.3210483491420746
36,1,35,-0.36256322264671326,0.28264451026916504,0.12091244757175446,-0.32381629943847656
37,1,36,-0.11272205412387848,-0.05968400835990906,0.1190488189458847,-0.3232596516609192
38,1,37,0.1643720269203186,-0.3603995740413666,0.11907784640789032,-0.32071107625961304
39,1,38,-0.002564529422670603,0.6927072405815125,0.12135590612888336,-0.32117706537246704
40,1,39,-0.31395572423934937,0.1751641184091568,0.12185110151767731,-0.3227514326572418
41,1,40,-0.4256189465522766,0.3345790505409241,0.1197739988565445,-0.32456186413764954
42,1,41,-0.18362843990325928,-0.3871854245662689,0.1189216673374176,-0.3242381811141968
43,1,42,-0.09359507262706757,-0.33298611640930176,0.12041144073009491,-0.32464441657066345
44,1,43,-0.34495991468429565,-0.3177412450313568,0.1178227961063385,-0.32134145498275757
45,1,44,-0.3294903635978699,-0.3776082992553711,0.11606915295124054,-0.31978917121887207
46,1,45,0.0414409339427948,0.04070519655942917,0.11730954051017761,-0.3239183723926544
47,1,46,0.08074183762073517,-0.10558849573135376,0.12349763512611389,-0.3235858082771301
48,1,47,-0.22288364171981812,-0.274710476398468,0.12351657450199127,-0.32361170649528503
49,1,48,0.02288607507944107,-0.4811110496520996,0.11614400148391724,-0.319402277469635
50,1,49,0.2892899513244629,-0.28445670008659363,0.12125939130783081,-0.32186955213546753
51,2,0,-0.21460755169391632,0.5248554348945618,0.05207206681370735,-0.3416459560394287
52,2,1,-0.37477150559425354,-0.1939070075750351,0.04959863796830177,-0.34127622842788696
53,2,2,-0.20459453761577606,-0.19977104663848877,0.05007319524884224,-0.342058002948761
54,2,3,-0.15250855684280396,0.5102763772010803,0.05040866509079933,-0.3414074778556824
55,2,4,0.2682698667049408,-0.5925649404525757,0.052855271846055984,-0.34246593713760376
56,2,5,0.5472316145896912,-0.3689597547054291,0.0553303100168705,-0.34021636843681335
57,2,6,0.03310830891132355,0.5951045751571655,0.05837282910943031,-0.344438374042511
58,2,7,-0.2726796269416809,0.038478393107652664,0.05461432412266731,-0.34358537197113037
59,2,8,-0.04612588882446289,0.07548108696937561,0.05167869105935097,-0.3449481725692749
60,2,9,0.049236904829740524,0.45480459928512573,0.05429797247052193,-0.34553760290145874
61,2,10,-0.09151982516050339,0.021549656987190247,0.05207419767975807,-0.340623140335083
62,2,11,-0.12277353554964066,0.11179085075855255,0.05260748043656349,-0.3425697088241577
63,2,12,-0.33962106704711914,0.41423723101615906,0.05250674858689308,-0.3439527750015259
64,2,13,0.03813618794083595,-0.3184036910533905,0.051845673471689224,-0.3436824083328247
65,2,14,-0.152797669172287,-0.2882087230682373,0.04507306590676308,-0.3352840542793274
66,2,15,0.011862293817102909,0.05313443765044212,0.04901817813515663,-0.33459997177124023
67,2,16,-0.021360084414482117,-0.14273136854171753,0.0513184554874897,-0.34111684560775757
68,2,17,-0.2911851704120636,-0.2347954660654068,0.05304661765694618,-0.3425344228744507
69,2,18,0.18585944175720215,0.6122846603393555,0.04944099858403206,-0.3410666584968567
70,2,19,0.24120351672172546,-0.45702052116394043,0.05651821568608284,-0.34360259771347046
71,2,20,0.13408111035823822,-0.25812557339668274,0.05877341702580452,-0.34316372871398926
72,2,21,-0.2031000852584839,0.9252654910087585,0.05313414707779884,-0.33902084827423096
73,2,22,-0.1577976793050766,-0.23796486854553223,0.050443384796381,-0.34203821420669556
74,2,23,-0.08161918818950653,0.05163724720478058,0.05233551934361458,-0.3417510986328125
75,2,24,-0.07719986140727997,0.09456909447908401,0.05328059569001198,-0.3437380790710449
76,2,25,0.11224722117185593,-0.25548243522644043,0.05532671883702278,-0.3453811705112457
77,2,26,0.02267221361398697,0.5153964161872864,0.05283864215016365,-0.33981165289878845
78,2,27,-0.1871570348739624,-0.28482043743133545,0.05292605236172676,-0.342251181602478
79,2,28,-0.05987156182527542,0.11631963402032852,0.049970466643571854,-0.34018468856811523
80,2,29,0.061542216688394547,0.18342211842536926,0.053372371941804886,-0.3410744369029999
81,2,30,-0.025347916409373283,0.4564126133918762,0.052097056061029434,-0.3391556441783905
82,2,31,-0.21122735738754272,-0.4415866434574127,0.05298331752419472,-0.33937835693359375
83,2,32,-0.05148378387093544,0.5558089017868042,0.051013488322496414,-0.3434910178184509
84,2,33,-0.04218549281358719,-0.5070641040802002,0.05287383869290352,-0.3448601961135864
85,2,34,0.10951288044452667,-0.07191091775894165,0.05017699673771858,-0.34162676334381104
86,2,35,0.23060500621795654,-0.18262307345867157,0.048427168279886246,-0.3391174376010895
87,2,36,-0.12437889724969864,-0.058899473398923874,0.05150066688656807,-0.3399949371814728
88,2,37,-0.2798425555229187,0.1927272081375122,0.0500619150698185,-0.338996559381485
89,2,38,0.21085225045681,-0.025427229702472687,0.0499257929623127,-0.34085968136787415
90,2,39,-0.01706811599433422,-0.05391799286007881,0.052709031850099564,-0.33759820461273193
91,2,40,-0.23560218513011932,0.3156629800796509,0.05085593834519386,-0.3393332362174988
92,2,41,-0.07738572359085083,-0.1392309069633484,0.04984790459275246,-0.34136658906936646
93,2,42,-0.05478285998106003,0.4930816888809204,0.046531546860933304,-0.340779185295105
94,2,43,0.1284509152173996,-0.684339165687561,0.05274190381169319,-0.3422452211380005
95,2,44,0.06055915728211403,-0.46540921926498413,0.05398553982377052,-0.34298452734947205
96,2,45,0.15417881309986115,-0.0007186311413533986,0.05509268119931221,-0.34617841243743896
97,2,46,0.3325907289981842,0.06606811285018921,0.05603404715657234,-0.3446993827819824
98,2,47,-0.10846498608589172,0.32763299345970154,0.05760003998875618,-0.343261182308197
99,2,48,-0.36019963026046753,0.22410441935062408,0.05493989959359169,-0.3440326452255249
100,2,49,-0.132376030087471,0.31123512983322144,0.048045385628938675,-0.34072044491767883
101,3,0,-0.362079381942749,-0.29767680168151855,-0.00017511285841464996,-0.21201542019844055
102,3,1,-0.16776852309703827,-0.31556352972984314,-0.003849172964692116,-0.210109144449234
103,3,2,0.08451446890830994,0.3250060975551605,-0.0013247523456811905,-0.2071535587310791
104,3,3,0.09048475325107574,-0.1995476484298706,0.0016004350036382675,-0.20983868837356567
105,3,4,0.44460529088974,0.5432279109954834,0.0023404117673635483,-0.21105676889419556
106,3,5,0.1560579091310501,-0.2591730058193207,0.005023127421736717,-0.2098470777273178
107,3,6,-0.11732804030179977,-0.30481696128845215,0.0009997542947530746,-0.20956231653690338
108,3,7,0.07858557254076004,0.5148940682411194,-0.0031364653259515762,-0.20804885029792786
109,3,8,-0.03123869001865387,0.048639051616191864,-0.0009520445019006729,-0.21007882058620453
110,3,9,0.43793532252311707,-0.22901618480682373,0.0028759147971868515,-0.21247725188732147
111,3,10,0.4270835518836975,-0.2007429450750351,0.005123710259795189,-0.2093828320503235
112,3,11,0.03486478701233864,-0.5951255559921265,0.007887398824095726,-0.2102343887090683
113,3,12,-0.01019064337015152,0.10198870301246643,0.0018143560737371445,-0.21056294441223145
114,3,13,0.16110508143901825,-0.25568071007728577,0.003531789407134056,-0.2148723155260086
115,3,14,-0.32366862893104553,0.375810831785202,0.0024857427924871445,-0.20890270173549652
116,3,15,-0.3521060347557068,0.24621890485286713,-0.0017189625650644302,-0.21272467076778412
117,3,16,-0.20875337719917297,-0.0695098489522934,-0.0015317443758249283,-0.21234500408172607
118,3,17,-0.3721303641796112,0.21707464754581451,-0.0017932448536157608,-0.20906394720077515
119,3,18,0.10432436317205429,-0.6312524080276489,-0.001971626654267311,-0.2111554741859436
120,3,19,-0.06160740554332733,-0.332431823015213,0.0007324572652578354,-0.21233685314655304
121,3,20,0.37008431553840637,-0.34286245703697205,-0.005234995856881142,-0.21105258166790009
122,3,21,0.2450185865163803,-0.512576162815094,0.002937113866209984,-0.20865756273269653
123,3,22,0.12168233841657639,-0.41117700934410095,4.76296991109848e-05,-0.2094198614358902
124,3,23,0.07968265563249588,0.0668834000825882,0.0033143069595098495,-0.21332131326198578
125,3,24,0.10585980862379074,0.6496797800064087,0.004342680796980858,-0.21245430409908295
126,3,25,0.046171221882104874,-0.3400688171386719,0.00377102755010128,-0.2120511680841446
127,3,26,-0.06531955301761627,-0.5767109394073486,0.0010581966489553452,-0.21000874042510986
128,3,27,0.3518334925174713,-0.2532379627227783,-0.0003567878156900406,-0.208529531955719
129,3,28,-0.11557256430387497,-0.18723204731941223,0.00391075573861599,-0.20915932953357697
130,3,29,-0.4198743999004364,0.2358206957578659,0.001131569966673851,-0.21105226874351501
131,3,30,-0.3261473476886749,-0.2696421146392822,-0.000731760635972023,-0.2121315896511078
132,3,31,0.04001704603433609,-0.17818748950958252,-0.0012896303087472916,-0.20907706022262573
133,3,32,-0.14109419286251068,0.05996197462081909,0.002116238698363304,-0.2107323706150055
134,3,33,0.13333912193775177,-0.04759533330798149,0.0017290767282247543,-0.2129470556974411
135,3,34,0.0474722795188427,-0.17568650841712952,0.0015991386026144028,-0.20953774452209473
136,3,35,0.09831088036298752,0.015646643936634064,0.0025430675595998764,-0.2112465500831604
137,3,36,-0.22906281054019928,0.22909462451934814,0.0027636047452688217,-0.21217483282089233
138,3,37,0.13308754563331604,-0.2611790895462036,-0.0013636592775583267,-0.21100951731204987
139,3,38,0.03339299187064171,0.21764448285102844,0.002186482772231102,-0.20937763154506683
140,3,39,-0.21603205800056458,0.08253467828035355,-0.002083549275994301,-0.21033990383148193
141,3,40,0.07907555997371674,-0.28574061393737793,0.0009564962238073349,-0.21260879933834076
142,3,41,-0.002063117455691099,-0.25015443563461304,-0.0007850173860788345,-0.20740850269794464
143,3,42,-0.1418536901473999,-0.2936035692691803,0.0012981649488210678,-0.20880034565925598
144,3,43,0.26588571071624756,-0.5070390701293945,-0.0009258333593606949,-0.20927821099758148
145,3,44,0.3725140392780304,-0.34417709708213806,0.003566538915038109,-0.21160125732421875
146,3,45,-0.38571858406066895,-0.802059531211853,0.0022805538028478622,-0.21072711050510406
147,3,46,-0.11776702851057053,0.44835811853408813,-0.005771080031991005,-0.21004033088684082
148,3,47,-0.34663328528404236,0.9086962342262268,-0.0002193395048379898,-0.21215178072452545
149,3,48,-0.11564762890338898,-0.09443946182727814,0.00017776153981685638,-0.21277767419815063
150,3,49,-0.4335631728172302,0.32730817794799805,0.0003167595714330673,-0.21042248606681824
